ImageName,Label,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta1_Lambda1_LocalEnergy,Theta1_Lambda1_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude
MaI844_113.jpg.png,medium,40961727,286230715,373606340,368839266,53467995,40961727,286230715,373606340,368839266,53467995,41297272,282880124,371948555,367716540,54134273,34267602,215507193,259487906,344972333,375377992,33988030,215860705,258648462,344624375,375775413,808901387,724507971,528054038,647796514,802357651,808901387,724507971,528054038,647796514,802357651,808530742,724235676,528105603,647784056,801831393,812781564,753533177,411369074,212302829,224600358,812961124,753774929,411368650,212296335,224596019
MaI844_114.jpg.png,medium,36324803,139895408,375959102,326741317,42731003,36324803,139895408,375959102,326741317,42731003,36164158,136510053,374099007,331903737,42968405,31968646,90738006,352293928,402701962,417034962,31965811,91335141,351413392,401963490,416310270,821223887,783440236,591809234,723713151,817052667,821223887,783440236,591809234,723713151,817052667,821221432,784259805,591805193,724335557,817077323,823986148,797900800,460996846,237911974,251692932,823988883,797858093,460997526,237910584,251693744
MaI844_115.jpg.png,medium,39878224,327335377,370705988,364864424,55201716,39878224,327335377,370705988,364864424,55201716,39719278,323615448,366694753,362991931,55403898,32349189,270748683,237436764,322155770,353619517,32254265,271877656,234226642,319205581,352787335,804260112,701049435,508460528,624027776,797326362,804260112,701049435,508460528,624027776,797326362,804060732,700488584,508527685,623904747,797088326,808145643,733270603,396101716,204402680,216247141,808157075,733440986,396102534,204400453,216245113
MaI844_116.jpg.png,medium,32444988,186380110,366352921,350633559,41062549,32444988,186380110,366352921,350633559,41062549,32413616,185396992,365472477,352519249,41291283,27279401,124515351,313939700,376604285,399097090,27352801,125096388,313292027,375993728,398078398,809214716,756797654,561476875,688685435,804406919,809214716,756797654,561476875,688685435,804406919,809228972,757209028,561487539,688895611,804421671,812331907,776204535,437407114,225712329,238792994,812245047,775971654,437407039,225711436,238791312
MaI844_117.jpg.png,medium,48790745,333748407,380389203,378075982,62166594,48790745,333748407,380389203,378075982,62166594,49157430,322403885,372725780,374881685,62698858,42162948,258435780,230672188,327142683,369870548,41976961,259137491,229376452,326384209,369864950,804663699,706416593,510454389,626680016,796826450,804663699,706416593,510454389,626680016,796826450,803981444,705311027,510496328,626597855,795993916,809421004,738877240,397657188,205224763,217113058,809594387,739032951,397657822,205220213,217108296
MaI844_118.jpg.png,medium,36513469,118463718,356605050,347465423,43622173,36513469,118463718,356605050,347465423,43622173,36743634,116505787,356190294,345779387,43976212,32258583,84926565,359414385,404252583,411228518,32202480,85540378,359117786,403724178,411286381,818947003,782893072,588195414,721405223,814365769,818947003,782893072,588195414,721405223,814365769,818465050,782377325,588231910,721315801,813755846,821800415,794004261,458233807,236462635,250166838,821853110,794024264,458234256,236459860,250163363
MaI844_119.jpg.png,medium,29641076,316545250,380515097,376467867,37560441,29641076,316545250,380515097,376467867,37560441,29884115,312278161,376637546,372702102,38207900,26251917,238428167,222751169,321557088,366075309,26173437,238656124,221826229,321073616,366553031,809884438,725090870,525333857,644943915,805797291,809884438,725090870,525333857,644943915,805797291,809643309,724096363,525360930,644700720,805433148,812309083,756780967,409260895,211199658,223438771,812350767,756944778,409262351,211200384,223438405
MaI846_003.jpg,medium,139627441,330690022,295406368,331133262,197890684,139627441,330690022,295406368,331133262,197890684,138664876,331656241,294373236,331756059,197002291,108762653,325643687,327520551,353288235,342492728,108436076,326086216,327583631,353705742,343011576,706982377,539080658,390431266,478480886,679677050,706982377,539080658,390431266,478480886,679677050,706968338,539237937,390489490,478533599,679856379,720973145,567137553,304350359,157080497,166177524,721109946,567233394,304349879,157079816,166178764
MaI846_004.jpg,medium,73902345,339550209,296695909,349619965,132359731,73902345,339550209,296695909,349619965,132359731,74471024,339149987,299162425,348952009,132702709,56250796,335544541,314288644,343050667,323688529,56368498,335873439,313981367,342818179,323834057,745834655,585181085,424093541,519382093,728770305,745834655,585181085,424093541,519382093,728770305,745075792,584934049,424091855,519238739,727872631,752605452,615710915,330704080,170689731,180575823,752576338,615765811,330703685,170685909,180571033
MaI846_005.jpg,medium,119679846,335780484,287248981,335525883,185220730,119679846,335780484,287248981,335525883,185220730,119294981,336291007,287044358,335827370,184757277,88138408,330770902,327106130,354158279,340228504,88023543,330933035,327155668,354020044,340486643,725688914,556129128,403947323,493953009,700151848,725688914,556129128,403947323,493953009,700151848,725482583,556161745,403986454,493952194,700045205,737493390,584840008,315193686,162688915,172111550,737585787,584917527,315191494,162681886,172104505
MaI846_006.jpg,medium,47429417,315499626,335044033,339382564,68367149,47429417,315499626,335044033,339382564,68367149,47932854,312886660,334266639,339092459,68925886,40024364,281711282,257553571,311510309,319616296,39986207,281610596,257815947,311916878,320168433,753547851,639323296,466439177,569821234,745229627,753547851,639323296,466439177,569821234,745229627,752811330,638907876,466522683,569724705,744318644,757660996,669185888,364125259,187929005,198819098,757671281,669209468,364125723,187925330,198815073
MaI846_007.jpg,medium,59872881,324342734,326515489,345189932,90519545,59872881,324342734,326515489,345189932,90519545,59585980,324429561,327183380,345550610,89918482,48727715,289505817,259179792,313599570,323079613,48717633,289225836,259760158,314131862,323725120,737894275,616390608,445953579,547095932,726889643,737894275,616390608,445953579,547095932,726889643,737490962,616558975,446062982,547187248,726548976,742986773,646657499,347537544,179364946,189754721,743013897,646649534,347538160,179358174,189749096
MaI846_008.jpg,medium,118994202,337529420,261603900,335870249,209035656,118994202,337529420,261603900,335870249,209035656,118680348,337540518,263719912,336140328,207810117,80005317,334944074,337753672,362501851,344158911,79777005,335338548,338466106,363692343,344845790,722501056,537503524,388689584,476460283,692875554,722501056,537503524,388689584,476460283,692875554,722049954,537430108,388726170,476419844,692542001,734711887,565987720,303074250,156414569,165475003,734884801,566038924,303072316,156405135,165467776
MaI846_009.jpg,medium,96822219,333139424,300015276,338115098,144543593,96822219,333139424,300015276,338115098,144543593,96296833,332608904,300504490,337912263,143549839,78702739,327559329,305074759,330131241,313510654,78631279,328022290,305512993,330264018,313460845,706905215,550978424,397676434,488045480,687988299,706905215,550978424,397676434,488045480,687988299,706416275,550834236,397700442,487956497,687606611,715940973,579906545,309844627,159895575,169161102,716013639,579917776,309844833,159891310,169157709
MaI846_010.jpg,medium,77046563,301183298,325937148,331404612,103322848,77046563,301183298,325937148,331404612,103322848,77244413,298271079,324122813,330222749,103570498,65123874,272727222,282921450,323481075,325844259,65159395,272910087,283031746,324051822,326645316,719151189,600092876,438290008,535904454,706178492,719151189,600092876,438290008,535904454,706178492,718369175,599399999,438196871,535577701,705282156,726082492,627250068,341709986,176346973,186563339,726206285,627345213,341710728,176341322,186558208
MaI846_011.jpg,medium,49449005,262999781,336855427,336560641,62152606,49449005,262999781,336855427,336560641,62152606,49778512,260861366,336584065,336082262,62475304,43302088,203408410,252372225,318749149,338499616,43242052,203932507,252353428,319080988,338833944,724158235,642087875,467423093,573515087,716761746,724158235,642087875,467423093,573515087,716761746,723672680,641881714,467457035,573491702,716156482,728426580,667265198,364151171,187930097,198817796,728611822,667392059,364151566,187921832,198809772
MaI846_012.jpg,medium,90063732,329799075,276477714,337534751,158280955,90063732,329799075,276477714,337534751,158280955,90472299,329405325,279287223,336132928,158026720,63614185,330321267,321223030,341650769,317041699,63457368,330759234,321657208,341806048,317738393,715734146,545931715,394121774,483640071,694005335,715734146,545931715,394121774,483640071,694005335,715118233,545853607,394167751,483634160,693310660,724672495,574865475,307113280,158498359,167678813,724810914,574902144,307112580,158491486,167673029
MaI846_013.jpg,medium,37830922,141269215,344218836,264763210,45115307,37830922,141269215,344218836,264763210,45115307,38165856,139933676,344502021,262878043,45465418,34034200,106917358,319338619,363920236,369900891,33905597,107672540,319312837,364012923,369947649,749391994,705343025,541845694,656847728,744442297,749391994,705343025,541845694,656847728,744442297,748842158,704624104,541825381,656545401,743769204,752332980,718653698,422250955,217914238,230537957,752757455,718944464,422247409,217895471,230522469
MaI846_014.jpg,medium,151696333,324662790,298084372,321396561,204282352,151696333,324662790,298084372,321396561,204282352,151816280,323429505,300159227,321079816,204025009,120906415,321136439,326363271,351410109,342244478,120698644,321379946,326850728,352249784,342701120,700675623,531748508,385846190,472331513,671708010,700675623,531748508,385846190,472331513,671708010,699926930,531435585,385772733,472101462,670917683,716197647,559096361,300933103,155319889,164317334,716462804,559188236,300933822,155310492,164306452
MaI846_015.jpg,medium,50412628,279525212,347078237,347921270,62099824,50412628,279525212,347078237,347921270,62099824,50882975,277505021,347169752,347614383,62420889,45097562,219917590,250595237,322231108,341406152,45090318,220366418,251203874,322604709,341842907,743475922,657393938,477438645,585708826,736255010,743475922,657393938,477438645,585708826,736255010,742875759,657008501,477387678,585524861,735531883,747663282,683938354,372035487,191995876,203119686,747979564,684016852,372034714,191985005,203110067
MaI846_016.jpg,medium,124480689,335602822,291549690,334988758,191894190,124480689,335602822,291549690,334988758,191894190,125523482,335363116,295538542,334043319,191525664,92317190,334232371,335405475,356637111,341825194,92198448,334388141,335716925,357209548,341953992,726894175,551978642,400666262,490300820,699952758,726894175,551978642,400666262,490300820,699952758,726017570,551653292,400544204,490049009,698972954,739745718,580734473,312619165,161381351,170724416,739844638,580828889,312619719,161365672,170710836
MaI846_017.jpg,medium,75779423,336967362,282362088,346112865,144155416,75779423,336967362,282362088,346112865,144155416,75295231,337379879,283189013,346871269,143039200,55833636,330034560,311839945,341840636,321569203,55727709,330267286,312036527,342640140,321617588,732878493,569151930,410778772,504164269,714008678,732878493,569151930,410778772,504164269,714008678,732849471,569324361,410819331,504249535,714173416,740058322,599276074,320056593,165175500,174745119,740159463,599354318,320057047,165170146,174739414
MaI846_018.jpg,medium,83538799,324598801,300579512,333958686,132732833,83538799,324598801,300579512,333958686,132732833,84279143,323885076,301907751,333010402,133096796,64004097,315829031,305639416,332811920,319025369,63776990,316334848,306296693,333626655,319083284,726445723,574774199,417703872,511186030,708551485,726445723,574774199,417703872,511186030,708551485,725873889,574593082,417660533,511073596,707807268,734623803,603686783,325731832,168119020,177856487,734874030,603783298,325732037,168106001,177845136
MaI846_019.jpg,medium,62682649,315023153,331564576,336329476,81476085,62682649,315023153,331564576,336329476,81476085,62977412,313117043,332161444,335764336,81619443,54946779,276500745,235350010,299978942,319036664,54888799,276380906,235451326,300359905,319666630,718477537,609700511,441370286,541405716,708728119,718477537,609700511,441370286,541405716,708728119,717397220,609245579,441378174,541160426,707518655,723915511,639106565,343855976,177509324,187784834,724040649,639159672,343854770,177493419,187769500
MaI846_020.jpg,medium,146365363,318408263,296522857,317220980,195164310,146365363,318408263,296522857,317220980,195164310,146428831,318011443,297328297,316466282,194988554,119255203,315513300,319912936,343512633,333923733,119101857,315734887,320275401,344676009,335019185,687340769,523723137,380508877,465487122,659941684,687340769,523723137,380508877,465487122,659941684,686616217,523331371,380355041,465181122,659140650,702146841,550512930,296874678,153224265,162098307,702309769,550537471,296873397,153216949,162092719
MaI846_021.jpg,medium,37632291,127119729,333828250,236966806,45340905,37632291,127119729,333828250,236966806,45340905,38131483,124721058,334317099,234223568,45691575,33546019,98806580,315728922,356941993,361125289,33411106,99777809,314970126,355969670,359752454,730513293,687507159,534000864,644579696,725181553,730513293,687507159,534000864,644579696,725181553,729815723,686892584,534019871,644638500,724341857,733783121,700012598,416141882,214753971,227196915,733996024,699967563,416141618,214747172,227191424
MaI846_022.jpg,medium,37731519,261428132,332515917,322384689,51501023,37731519,261428132,332515917,322384689,51501023,37974351,256405808,328563767,319184782,52347101,32077575,212203737,247445766,312770376,330946043,31975168,212742270,245097920,311346668,331165800,734191883,650954268,478662955,584776061,728149921,734191883,650954268,478662955,584776061,728149921,733703841,649774600,478579297,584443536,727474165,737312439,676225515,373302428,192648262,203809759,737467428,676575256,373302096,192639724,203803298
MaI846_023.jpg,medium,45288978,192830809,335912374,319436099,54944503,45288978,192830809,335912374,319436099,54944503,45680311,190305916,335478995,317962915,55213889,40087619,139359307,291578439,348146287,359362269,39977171,139724027,291798591,348103237,359549744,736487846,676438465,501845804,613991395,729878917,736487846,676438465,501845804,613991395,729878917,735831423,675835266,501829645,613781343,729073749,740516747,695146139,391041545,201794835,213488697,740632783,695203561,391040269,201792053,213485164
MaI846_024.jpg,medium,91837458,327178937,286775293,333057541,151792044,91837458,327178937,286775293,333057541,151792044,92954710,326170447,288213213,331166805,152255644,67415003,321850243,309936148,337466474,321530194,67394112,321880912,310251326,337857204,321212304,719193766,556360689,402414977,493402547,697932978,719193766,556360689,402414977,493402547,697932978,718515654,556042943,402377681,493219855,697067016,728713865,585371851,313731150,161901332,171283786,728795008,585402916,313730954,161898972,171280512
MaI846_025.jpg,medium,50089590,188916889,333607513,284886949,65191732,50089590,188916889,333607513,284886949,65191732,50365598,187036068,333336680,282049238,65686076,42173482,154255903,304368159,351102419,359435798,42179820,154428676,304789004,351474058,359327326,742155086,673396143,510267635,619455761,733870022,742155086,673396143,510267635,619455761,733870022,741509730,672413088,510092842,618966140,733062638,746958010,691888673,397973573,205387853,217287226,746970938,691912304,397972164,205384750,217283018
MaI846_026.jpg,medium,132289225,320583919,302672281,327134369,181260149,132289225,320583919,302672281,327134369,181260149,132409506,318573103,303859770,326306834,181079700,107156808,312674546,317361758,346347813,339688860,107026652,313456189,317737424,346503681,339700990,700888715,543245519,394708849,483137985,675984843,700888715,543245519,394708849,483137985,675984843,699846198,542543311,394598854,482756862,674826378,714027192,570767872,307786284,158848591,168049038,714199124,570864535,307786976,158843483,168044374
MaI846_027.jpg,medium,80419094,318438670,318250465,333897972,111246992,80419094,318438670,318250465,333897972,111246992,80320610,318092258,318945475,333509226,110830230,66630961,298360538,278636691,317137798,315348087,66723686,298219601,278755444,317657792,316383339,718087112,584787480,423484775,519330130,703483200,718087112,584787480,423484775,519330130,703483200,717634666,584714586,423471699,519253426,703038810,725826123,613807738,330014787,170317256,180183299,725840368,613806887,330013566,170310068,180176897
MaI846_028.jpg,medium,92029917,317350741,297185808,329891992,141843830,92029917,317350741,297185808,329891992,141843830,92400203,316272352,299333387,329124650,141405660,71077936,305137710,303111900,334132678,324662694,70911587,305364380,303083139,334519683,324856312,716283591,567573527,413158306,505270674,697049078,716283591,567573527,413158306,505270674,697049078,715325499,567238386,413103259,505086354,696019894,725261860,595549922,322398762,166402332,176040268,725329519,595598394,322399599,166401423,176038568
MaI846_029.jpg,medium,115881954,327228902,317706455,338413373,154521795,115881954,327228902,317706455,338413373,154521795,115828661,328087671,318824901,338507528,153927059,97915667,312989809,299622964,336193675,334268637,97566448,314282199,298519503,334931532,333072963,708885586,561865992,406779465,498774607,688309689,708885586,561865992,406779465,498774607,688309689,708785349,561945033,406754087,498722358,688299249,720369657,590478951,317036612,163626419,173103973,720638802,590768395,317038703,163621612,173099533
MaI846_030.jpg,medium,87979289,327821341,317149146,341794139,129410448,87979289,327821341,317149146,341794139,129410448,88623562,326028364,318901063,340674997,129449256,70294220,310539543,299271399,336312435,330609492,70451707,310013192,299884466,337011179,331968935,737872919,593433065,430875662,527684437,720567630,737872919,593433065,430875662,527684437,720567630,736953160,592956838,430772031,527409421,719483000,746570728,622899707,335949291,173383807,183427910,746464617,622815620,335949986,173379551,183423427
MaI846_031.jpg,medium,58518337,208250215,346585008,300048285,72195971,58518337,208250215,346585008,300048285,72195971,58846751,206313525,346702285,298222741,72708609,51663036,169395803,307668364,356580561,366822619,51692336,169500617,307950074,356948841,367461130,752292491,680766507,514239254,624405451,743821557,752292491,680766507,514239254,624405451,743821557,751751333,680111245,514318175,624202981,743146111,757419178,700297329,400916260,206927077,218911767,757577438,700526089,400916208,206913171,218897090
MaI846_032.jpg,medium,152163674,312107935,317571881,326754193,192870530,152163674,312107935,317571881,326754193,192870530,152195577,311201732,318138059,325272934,192511358,128894611,301794971,329917736,355655323,352312104,128931137,301886465,330160026,356600248,353155875,694346170,546860165,401683817,489470479,669117756,694346170,546860165,401683817,489470479,669117756,693447451,546084420,401535959,488981220,668166982,708785355,572713249,313614296,161903011,171273968,708886921,572812189,313612266,161892474,171265187
MaI846_033.jpg,medium,50079120,163536926,341990249,272190860,60477780,50079120,163536926,341990249,272190860,60477780,50445106,159764148,345529767,271349857,60713588,44504556,129008658,322910677,365305709,372659980,44495376,129042650,323562257,365947560,373363340,755275688,699685172,538546401,649657584,748351598,755275688,699685172,538546401,649657584,748351598,754824362,700041246,538814067,650834607,747804228,759714564,716139532,420164715,216855151,229415862,759856544,716249094,420162315,216843642,229403590
MaI846_034.jpg,medium,56684219,287902569,333292888,330905319,79627915,56684219,287902569,333292888,330905319,79627915,57258642,285770213,333543814,330249157,79799145,47520220,255216992,281911818,330396413,334928256,47390303,255455750,281937351,330951694,335296693,752021985,642849359,473159594,577197547,742011739,752021985,642849359,473159594,577197547,742011739,751451294,642594733,473118664,577071903,741303527,757234836,670334748,369103746,190486711,201523444,757385081,670447354,369103467,190477920,201515233
MaI846_035.jpg,medium,35498184,199739066,345565276,320501349,42486933,35498184,199739066,345565276,320501349,42486933,35692311,198200786,346363452,322379862,42588955,31719223,137263027,281003728,345274393,362038664,31663119,137247107,281531037,345708040,362117854,750628544,696552864,517742162,632363925,746252661,750628544,696552864,517742162,632363925,746252661,750441047,697074636,517833266,632655666,746024155,753363551,716868697,403513394,208235045,220300450,753389395,716942905,403512749,208232006,220297554
MaI846_036.jpg,medium,38867481,257800662,344989718,336985516,48632446,38867481,257800662,344989718,336985516,48632446,39261634,254764499,343513461,335609555,49042665,33905306,189994699,247854783,322213978,347902048,33752958,190385132,247577786,321718497,348290981,745281885,670339920,490362590,600506408,739486252,745281885,670339920,490362590,600506408,739486252,744972486,669931655,490506841,600509087,739065227,748729982,696017829,382296901,197277022,208709538,748831238,696135238,382298476,197273497,208706457
MaI846_037.jpg,medium,50982006,203578832,337282384,313910131,64941528,50982006,203578832,337282384,313910131,64941528,51293223,200119266,338081449,314487239,65295597,44246470,161223684,298908698,351186771,359845709,44244129,161224118,298885907,351427466,360854725,743346720,674574054,503108086,614455475,735646030,743346720,674574054,503108086,614455475,735646030,742815251,674726528,503153377,614909153,735018907,747807832,694014886,391990018,202294517,214015361,747917379,694120724,391989311,202286054,214007665
MaI846_038.jpg,medium,108267160,324444443,306468499,333557512,155141665,108267160,324444443,306468499,333557512,155141665,108188052,323055235,308104401,332880983,155039601,85578150,314837492,310787895,342395357,333102911,85317411,315180041,310869471,342280405,333047793,722799754,568064345,412046903,504847926,701415247,722799754,568064345,412046903,504847926,701415247,721918510,567700265,412012003,504663301,700421945,733576984,596846610,321244439,165794793,175399623,733752155,597022049,321245801,165787141,175392681
MaI846_039.jpg,medium,58814831,272896046,344702533,341617927,74225831,58814831,272896046,344702533,341617927,74225831,59392934,271299669,346089266,342697019,74532966,51663256,215802692,265410638,330534657,352462402,51748362,216046322,266593385,331441120,353231207,742050407,653281874,477835273,585336831,733200733,742050407,653281874,477835273,585336831,733200733,741342674,653350959,477850264,585368235,732360310,747297110,679750866,372333164,192187813,203314138,747494218,679716812,372331421,192173878,203302637
MaI846_040.jpg,medium,77181056,332802145,314147119,346918182,118361179,77181056,332802145,314147119,346918182,118361179,77420445,331427911,313920716,346164199,118724390,63052364,327915822,311623137,335087371,315917255,63009018,327965339,312104273,335260567,315501299,738040526,588745013,427626551,523608034,723293953,738040526,588745013,427626551,523608034,723293953,737316025,588443191,427618074,523446457,722412976,744833568,618342910,333335655,172034665,181998285,744867196,618382085,333336465,172028135,181994363
MaI846_041.jpg,medium,60362541,296742427,343605023,344413735,76702691,60362541,296742427,343605023,344413735,76702691,60264647,298213936,347100952,346821998,75587064,54087475,254370715,257738010,319272922,336622862,54251755,253701170,261246742,321939372,337376693,740043541,640016219,466208149,571526335,731387837,740043541,640016219,466208149,571526335,731387837,739525569,640856762,466261836,571762000,730963464,745227179,669094125,363210312,187455590,198313694,745079049,668563636,363210040,187457538,198315923
MaI846_042.jpg,medium,79134522,319598970,320808836,344245759,117072482,79134522,319598970,320808836,344245759,117072482,79510717,318998046,323601944,344832501,117098594,65225482,301595299,302295923,339599873,333993122,64929769,302699963,301147440,338402063,332579375,741556998,605725570,442007778,540473463,726920632,741556998,605725570,442007778,540473463,726920632,740989197,605600572,441855298,540302205,726261912,748698674,634791617,344650705,177889031,188191134,748953959,635368759,344650190,177876345,188179895
MaI846_043.jpg,medium,51276712,149411364,347455622,250913705,60433200,51276712,149411364,347455622,250913705,60433200,51889149,146901952,349257839,248220366,60601482,46954377,122036586,330013672,369200084,370170906,46808585,121613606,330539205,370906526,371557491,748435840,697723604,542265450,652974149,741739680,748435840,697723604,542265450,652974149,741739680,747726151,697174472,542376225,653107952,740876766,752706121,711232736,422678080,218145974,230781854,752970547,711738270,422677123,218134922,230771779
MaI846_044.jpg,medium,56180039,234896085,346118545,330780678,66964103,56180039,234896085,346118545,330780678,66964103,56827815,231548092,346019309,329507951,67441351,51189462,180097938,284849672,342862872,358916347,51232127,180631860,285553394,343387935,358672363,742898301,670014787,495640311,605490156,735436325,742898301,670014787,495640311,605490156,735436325,741834275,669155388,495591509,605161061,734149335,747544330,692500222,386457812,199475174,211027167,747607523,692225608,386456726,199465461,211017569
MaI846_045.jpg,medium,51722729,216444669,345992341,326928664,61401144,51722729,216444669,345992341,326928664,61401144,51998461,213685694,346531637,327106827,61402900,46644081,157922555,287174672,345504361,364189401,46655881,158111725,287885339,345963809,364304365,741317459,676286669,500877855,612766564,734440550,741317459,676286669,500877855,612766564,734440550,740545879,676108476,500873267,612741777,733578432,745683695,697071593,390294708,201427403,213095875,745635511,696828257,390293709,201424213,213092607
MaI846_046.jpg,medium,48432155,312782549,336374911,339239594,66766525,48432155,312782549,336374911,339239594,66766525,48843519,308894750,333517407,339144760,67871353,41706112,280101973,261615850,311210443,316789311,41772982,280492351,260507883,309732502,316207315,745570861,631723967,459652815,562888098,737434631,745570861,631723967,459652815,562888098,737434631,744964457,631226180,459647995,562702328,736605345,749839372,661285679,358345440,184918733,195636647,749869132,661413833,358344949,184916212,195633225
MaI846_047.jpg,medium,83417268,305190939,320868326,334605963,115040781,83417268,305190939,320868326,334605963,115040781,83354592,304667060,322396865,334520914,114485804,70380030,281912840,285180071,327076332,328022151,70443026,281888837,285439697,326950382,328437642,719021886,593727081,432303228,529773675,704405455,719021886,593727081,432303228,529773675,704405455,718502402,593639006,432337811,529772680,703916784,726935448,621157024,336798261,173837464,183905131,726870870,621120163,336797139,173834642,183901314
MaI846_048.jpg,medium,69996374,318474314,317331011,337244476,104826941,69996374,318474314,317331011,337244476,104826941,70942343,316662349,317753031,336241472,105861223,57021733,300039987,288138567,324277146,318501053,57005455,300373665,288201249,324388222,318257686,733969668,599316624,435729163,533521566,720413367,733969668,599316624,435729163,533521566,720413367,733398929,599040531,435729603,533433354,719574555,740685793,628465431,339729865,175341876,185498431,740734559,628558317,339728149,175334102,185491320
MaI846_049.jpg,medium,65428686,299348134,327724120,337626388,92912241,65428686,299348134,327724120,337626388,92912241,65219900,299860049,330299660,338828420,92325521,53978336,267867239,276590398,326976378,332672546,53922107,267895371,275741517,326762656,332944629,739951506,623673864,454618120,556801988,728104529,739951506,623673864,454618120,556801988,728104529,739898738,624065785,454789518,557115068,728138993,746356528,652217847,354464292,182971008,193566732,746391455,652430371,354465117,182963990,193559209
MaI846_050.jpg,medium,76468231,320286900,312647160,333370595,113048234,76468231,320286900,312647160,333370595,113048234,76955353,318722599,313942472,332389799,113159142,61815973,303643458,284896170,320987492,316162882,61883366,303100979,285100607,321510890,316531426,722770967,585707756,425337434,520957599,707879138,722770967,585707756,425337434,520957599,707879138,722165435,585588413,425431156,520973397,707151102,730284983,614863880,331628606,171155958,181070674,730154006,614832007,331628345,171152176,181068180
MaI846_051.jpg,medium,56868769,230630435,341606904,328041590,67370318,56868769,230630435,341606904,328041590,67370318,57240483,227962649,341405110,327411029,67789268,51526682,181627911,278479730,338680020,353080118,51555722,181360267,278634688,339058763,353234406,734149663,660371633,486775752,596212066,726234086,734149663,660371633,486775752,596212066,726234086,733608505,660120369,486835088,596227213,725555974,739360024,681997771,379239398,195726434,207064494,739258524,682028015,379239980,195729953,207066786
MaI846_052.jpg,medium,116427558,325943201,307842421,328190323,162871699,116427558,325943201,307842421,328190323,162871699,116882785,325240445,308945500,327935600,162872746,91266986,317736609,309645733,341166657,334488995,91274393,317254188,309630471,341576735,334275843,721527034,564942617,410087079,502090175,698668819,721527034,564942617,410087079,502090175,698668819,721069181,564778999,410079256,502016042,698119692,733714896,593805951,319871681,165094995,174658427,733730687,593822904,319872293,165089837,174653193
MaI846_053.jpg,medium,62140026,215028754,333969820,311050195,75608703,62140026,215028754,333969820,311050195,75608703,62436098,212829688,333569015,309292666,75898670,55077025,173785070,292489312,342235882,352357743,55241820,173267078,292526196,342889422,353405009,722643804,648288314,482256364,589063213,713557971,722643804,648288314,482256364,589063213,713557971,722145936,647828734,482379427,589022788,712940316,728400467,668397570,375815302,193964756,205200037,728385078,668478872,375816622,193961030,205195163
MaI846_054.jpg,medium,112787410,310523005,305725157,321618824,153033421,112787410,310523005,305725157,321618824,153033421,113141410,308898168,307355150,320724723,152580597,91636930,298817026,303040188,336037609,331318548,91629488,298942423,303062064,336491455,331355619,702708624,557360945,405885895,496547808,681714619,702708624,557360945,405885895,496547808,681714619,701861470,556903902,405876592,496336645,680774111,714099660,585223506,316589324,163403511,172867926,714115356,585235481,316588714,163402349,172864425
MaI846_055.jpg,medium,52747763,257154746,332528715,324726379,70729688,52747763,257154746,332528715,324726379,70729688,52784529,256584820,333743051,325179827,70472295,44903275,213870211,275701882,328231669,338635129,44868151,214038346,276286443,328450421,338778048,733271823,643400330,473503119,579069923,724802498,733271823,643400330,473503119,579069923,724802498,733043361,643637444,473567855,579290619,724583631,737975685,668167303,369037322,190461217,201493607,738010495,668143070,369034357,190453873,201486542
